Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
t+pazolite - Pumpin' Junkies by checkthepan & Vilawes,checkthepan & Vilawes,Expert,Ranked,686,"7,986",10.93,"2,401",320,489.93,!bsr bc7f,46,7,0,22,9.079,8F4F34521B4FCA8C862DEE92E38AEEEFA66203DE
t+pazolite - Pumpin' Junkies by checkthepan & Vilawes,checkthepan & Vilawes,Expert+,Ranked,963,"7,986",11.15,"2,522",320,501.04,!bsr bc7f,30,7,0,24,13.251,8F4F34521B4FCA8C862DEE92E38AEEEFA66203DE
Mea Hoshino - Suisei by SmileEaglet,SmileEaglet,Expert,Ranked,"1,854","4,671",4.11,"1,191",190,189.03,,,,,,,F5FBD914E8349D324B11E2EBB082D5961EB7DEB9
Mea Hoshino - Suisei by SmileEaglet,SmileEaglet,Expert+,Ranked,"2,817","4,671",6.4,"1,361",190,290.76,,,,,,,F5FBD914E8349D324B11E2EBB082D5961EB7DEB9
CLOD - osu!re:call 2018 by Various Mappers,Various Mappers,Expert+,Ranked,"1,407","1,407",9.24,"2,813",185,418.01,,,,,,,F38293851750A9B1D6CEDC9035218574F7967843
Infected Mushroom - Bass Nipple by Interz,Interz,Expert+,Ranked,"4,130","4,130",7.04,"2,053",130,320.09,!bsr 9cd8,10,71,18,7.049,2170.0,A2B52987107A01E0C08734711CDE552B534DFC4B
Blacklolita - Antithese by That_Narwhal,That_Narwhal,Easy,Ranked,"1,334","15,954",1.48,385,172,69.26,,,,,,,228B9E3EDC52B7F6B35FE8D47DAFA126E6D62D32
Blacklolita - Antithese by That_Narwhal,That_Narwhal,Normal,Ranked,"2,064","15,954",2.97,551,172,138.01,,,,,,,228B9E3EDC52B7F6B35FE8D47DAFA126E6D62D32
Blacklolita - Antithese by That_Narwhal,That_Narwhal,Hard,Ranked,"3,732","15,954",4.18,753,172,193.05,,,,,,,228B9E3EDC52B7F6B35FE8D47DAFA126E6D62D32
Blacklolita - Antithese by That_Narwhal,That_Narwhal,Expert,Ranked,"4,669","15,954",5.97,"1,007",172,273.54,,,,,,,228B9E3EDC52B7F6B35FE8D47DAFA126E6D62D32
Blacklolita - Antithese by That_Narwhal,That_Narwhal,Expert+,Ranked,"4,155","15,954",7.89,"1,101",172,357.72,,,,,,,228B9E3EDC52B7F6B35FE8D47DAFA126E6D62D32
LeaF - MARENOL by Skeelie,Skeelie,Hard,Ranked,"2,046","8,138",2.33,520,140,108.13,,,,,,,F70A76FFA0F9958E10627650B17C253EABC8A895
LeaF - MARENOL by Skeelie,Skeelie,Expert,Ranked,"4,052","8,138",6.98,839,140,317.74,,,,,,,F70A76FFA0F9958E10627650B17C253EABC8A895
LeaF - MARENOL by Skeelie,Skeelie,Expert+,Ranked,"2,040","8,138",8.12,955,140,366.06,,,,,,,F70A76FFA0F9958E10627650B17C253EABC8A895
Camellia - Z:iRNiTRA by DE125 & TheRealZeroz,DE125 & TheRealZeroz,Expert+,Ranked,"1,189","1,189",11.58,"4,441",235,520.89,!bsr c1b2,2,114,23,12.181,77600.0,697B9800DE84149EF6E938EA198F0AF14C391EC0
Ne Obliviscaris - Pyrrhic by Scrappy,Scrappy,Expert+,Ranked,350,350,9.26,"4,875",226,418.02,!bsr a3c7,26,100,22,8.468,13600.0,AB9D8072C8E65F600844BA8EDC0033AE6125946F
Habstrakt & Asdek - Es Isso by xScaramouche & JohnnyDee,xScaramouche & JohnnyDee,Expert,Ranked,"1,989","7,394",2.91,842,126,132.90,!bsr c24b,68,76,17,4.805,6240.0,3E71158D17E9C257E3DB69F98F7C1237D9C1B8D4
Habstrakt & Asdek - Es Isso by xScaramouche & JohnnyDee,xScaramouche & JohnnyDee,Expert+,Ranked,"5,220","7,394",7.15,"1,189",126,324.32,!bsr c24b,20,75,21,6.785,6590.0,3E71158D17E9C257E3DB69F98F7C1237D9C1B8D4
Toby Fox - Spooktune by eZconfirmed,eZconfirmed,Hard,Ranked,"3,975","3,975",0.37,57,122,17.16,,,,,,,5B546BB6D82A2667B4D46E2AB8838E68B9A63793
Audiofreq - Brain Stomp by Nolanimations,Nolanimations,Expert+,Ranked,"3,280","3,280",7.83,"1,978",190,355.56,!bsr c24e,8,0,22,7.917,8400.0,00D70EA0DCE3003205DB0D21CFB80B3F3B05D990
"Jasted, Foxa & Chester Young - Too Far by Teuflum & Halcyon12",Teuflum & Halcyon12,Easy,Ranked,618,"13,804",0.88,259,126,41.35,!bsr a97b,0,118,10,1.563,9780.0,F499B0180E081C22ACC8BE0386D01C4C3C4C4368
"Jasted, Foxa & Chester Young - Too Far by Teuflum & Halcyon12",Teuflum & Halcyon12,Normal,Ranked,679,"13,804",1.16,358,126,54.04,!bsr a97b,0,118,12,2.16,9780.0,F499B0180E081C22ACC8BE0386D01C4C3C4C4368
"Jasted, Foxa & Chester Young - Too Far by Teuflum & Halcyon12",Teuflum & Halcyon12,Hard,Ranked,"1,559","13,804",1.9,532,126,88.42,!bsr a97b,0,118,14,3.174,9780.0,F499B0180E081C22ACC8BE0386D01C4C3C4C4368
"Jasted, Foxa & Chester Young - Too Far by Teuflum & Halcyon12",Teuflum & Halcyon12,Expert,Ranked,"3,448","13,804",3.27,767,126,150.66,!bsr a97b,0,111,16,4.576,9780.0,F499B0180E081C22ACC8BE0386D01C4C3C4C4368
"Jasted, Foxa & Chester Young - Too Far by Teuflum & Halcyon12",Teuflum & Halcyon12,Expert+,Ranked,"7,500","13,804",6.36,875,126,290.35,!bsr a97b,0,0,0,69,0,F499B0180E081C22ACC8BE0386D01C4C3C4C4368
Trivium - Bleed Into Me by Rexxz,Rexxz,Hard,Ranked,970,"5,787",2.54,932,184,117.46,!bsr b47a,0,138,16,4.148,20200.0,06B576327F2050678A7927FE7D3D0BD01A76B629
Trivium - Bleed Into Me by Rexxz,Rexxz,Expert,Ranked,"1,303","5,787",4.09,"1,194",184,188.22,!bsr b47a,0,121,18,5.314,20200.0,06B576327F2050678A7927FE7D3D0BD01A76B629
Trivium - Bleed Into Me by Rexxz,Rexxz,Expert+,Ranked,"3,514","5,787",6.75,"1,361",184,309.38,!bsr b47a,0,97,23,6.058,20200.0,06B576327F2050678A7927FE7D3D0BD01A76B629
Rhodanthe* - Jumping!! by VRMasked & Dr_Marc,VRMasked & Dr_Marc,Easy,Ranked,502,"7,379",1.06,127,175,49.35,!bsr c2f1,0,0,0,14,0,6DD22DDEBE42D403BD585EF2CFBE772E931F2D65
Rhodanthe* - Jumping!! by VRMasked & Dr_Marc,VRMasked & Dr_Marc,Normal,Ranked,516,"7,379",1.44,241,175,67.19,!bsr c2f1,0,16,14,3.097,11100.0,6DD22DDEBE42D403BD585EF2CFBE772E931F2D65
Rhodanthe* - Jumping!! by VRMasked & Dr_Marc,VRMasked & Dr_Marc,Hard,Ranked,724,"7,379",1.95,314,175,90.43,!bsr c2f1,0,15,15,4.035,11100.0,6DD22DDEBE42D403BD585EF2CFBE772E931F2D65
Rhodanthe* - Jumping!! by VRMasked & Dr_Marc,VRMasked & Dr_Marc,Expert,Ranked,"1,441","7,379",2.22,325,175,102.94,!bsr c2f1,0,19,16,4.158,11100.0,6dd22ddebe42d403bd585ef2cfbe772e931f2d65
Rhodanthe* - Jumping!! by VRMasked & Dr_Marc,VRMasked & Dr_Marc,Expert+,Ranked,"4,196","7,379",5.04,374,175,232.18,!bsr c2f1,0,17,18,4.784,11100.0,6DD22DDEBE42D403BD585EF2CFBE772E931F2D65
Infant Annihilator - Ov Sacrament and Sincest by Rogdude,Rogdude,Expert,Ranked,"3,997","5,596",8.34,"2,141",340,381.41,!bsr c32d,26,40,22,10.996,2440.0,F402008042EFACA4291A6633EBB6B562E4ADCD87
Infant Annihilator - Ov Sacrament and Sincest by Rogdude,Rogdude,Expert+,Ranked,"1,599","5,596",14,"2,927",340,621.63,!bsr c32d,26,46,24,15.033,3250.0,F402008042EFACA4291A6633EBB6B562E4ADCD87
Morimori Atsushi vs. uma - Noel by EpicTroller,EpicTroller,Easy,Ranked,544,"5,815",1.6,368,220,74.19,!bsr c397,3,29,13,2.704,1050.0,98D49FC45B3012D5EAE0AEFCACABD59327927674
Morimori Atsushi vs. uma - Noel by EpicTroller,EpicTroller,Normal,Ranked,701,"5,815",2.25,521,220,104.24,!bsr c397,11,28,16,3.828,1640.0,98D49FC45B3012D5EAE0AEFCACABD59327927674
Morimori Atsushi vs. uma - Noel by EpicTroller,EpicTroller,Hard,Ranked,"1,448","5,815",3.6,667,220,165.96,!bsr c397,11,29,17,4.901,2500.0,98D49FC45B3012D5EAE0AEFCACABD59327927674
Morimori Atsushi vs. uma - Noel by EpicTroller,EpicTroller,Expert,Ranked,"2,166","5,815",4.29,805,220,196.51,!bsr c397,11,29,20,5.915,3210.0,98D49FC45B3012D5EAE0AEFCACABD59327927674
Morimori Atsushi vs. uma - Noel by EpicTroller,EpicTroller,Expert+,Ranked,956,"5,815",7.76,"1,222",220,349.16,!bsr c397,7,18,22.5,8.979,5830.0,98D49FC45B3012D5EAE0AEFCACABD59327927674
Aftermath - The Way You Are by Vinabby & SSnowy,Vinabby & SSnowy,Hard,Ranked,862,"5,490",1.71,286,120,79.61,,,,,,,054B67C780E2B28EA83E1FDEF89FEECF303AE2E8
Aftermath - The Way You Are by Vinabby & SSnowy,Vinabby & SSnowy,Expert,Ranked,"1,409","5,490",3.33,481,120,154.28,,,,,,,054B67C780E2B28EA83E1FDEF89FEECF303AE2E8
Aftermath - The Way You Are by Vinabby & SSnowy,Vinabby & SSnowy,Expert+,Ranked,"3,219","5,490",3.76,517,120,173.47,,,,,,,054B67C780E2B28EA83E1FDEF89FEECF303AE2E8
Drop - Granat by Rigid,Rigid,Hard,Ranked,"1,339","6,390",0.9,164,180,41.61,,,,,,,ED2650077F3DB44A65F890709EE5B4982CDD1494
Drop - Granat by Rigid,Rigid,Expert,Ranked,"1,562","6,390",1.79,246,180,82.30,,,,,,,ED2650077F3DB44A65F890709EE5B4982CDD1494
Drop - Granat by Rigid,Rigid,Expert+,Ranked,"3,489","6,390",2.23,288,180,102.26,,,,,,,ED2650077F3DB44A65F890709EE5B4982CDD1494
Massive New Krew - Blaster by That_Narwhal,That_Narwhal,Easy,Ranked,908,"12,640",1.43,372,180,66.66,,,,,,,0DFF062066E7FC61236CFD7C810F31CCA5B1FFCA
Massive New Krew - Blaster by That_Narwhal,That_Narwhal,Normal,Ranked,"1,434","12,640",1.81,412,180,84.10,,,,,,,0DFF062066E7FC61236CFD7C810F31CCA5B1FFCA
Massive New Krew - Blaster by That_Narwhal,That_Narwhal,Hard,Ranked,"2,340","12,640",3.93,662,180,180.94,,,,,,,0DFF062066E7FC61236CFD7C810F31CCA5B1FFCA
Massive New Krew - Blaster by That_Narwhal,That_Narwhal,Expert,Ranked,"3,368","12,640",4.85,895,180,222.34,,,,,,,0DFF062066E7FC61236CFD7C810F31CCA5B1FFCA
Massive New Krew - Blaster by That_Narwhal,That_Narwhal,Expert+,Ranked,"4,590","12,640",7.83,"1,009",180,355.65,,,,,,,0DFF062066E7FC61236CFD7C810F31CCA5B1FFCA
Yorushika - Nautilus by SmileEaglet,SmileEaglet,Expert,Ranked,"2,248","2,248",2.93,907,160,135.59,,,,,,,46F4EABD0991264D2FDEEF575DF90B2F47C7FAD6
TheFatRat - Unity by pbjtime12,pbjtime12,Expert+,Ranked,"7,015","7,015",6.98,"1,430",105,316.17,,,,,,,ECF140AB3343BE9139BEFC9608961A7332A2A2E1
Ava Max - Kings & Queens by Edmard,Edmard,Hard,Ranked,"2,719","14,801",1.71,424,130,79.22,!bsr ca40,0,29,14,2.857,2330.0,41D7C7B621D397DB0723B55F75AB2EF6BE1891E8
Ava Max - Kings & Queens by Edmard,Edmard,Expert,Ranked,"3,729","14,801",2.6,606,130,121.09,!bsr ca40,0,25,15,4.084,2330.0,41D7C7B621D397DB0723B55F75AB2EF6BE1891E8
Ava Max - Kings & Queens by Edmard,Edmard,Expert+,Ranked,"8,353","14,801",5.85,661,130,270.87,!bsr ca40,0,22,15,4.455,2330.0,41D7C7B621D397DB0723B55F75AB2EF6BE1891E8
Chika Fujiwara (CV: Konomi Kohara) - Chikatto Chika Chika by abcbadq,abcbadq,Hard,Ranked,"3,864","16,459",2.37,551,178,110.45,,,,,,,A868C5F6223DE645CFF4F74F87D081D1756F8FEF
Chika Fujiwara (CV: Konomi Kohara) - Chikatto Chika Chika by abcbadq,abcbadq,Expert,Ranked,"5,652","16,459",2.7,639,178,125.61,,,,,,,A868C5F6223DE645CFF4F74F87D081D1756F8FEF
Chika Fujiwara (CV: Konomi Kohara) - Chikatto Chika Chika by abcbadq,abcbadq,Expert+,Ranked,"6,744","16,459",7.18,875,178,327.74,,,,,,,A868C5F6223DE645CFF4F74F87D081D1756F8FEF
Camellia - Nacreous Snowmelt by Umbranox,Umbranox,Expert+,Ranked,"2,379","2,379",9.36,"3,870",201,424.37,!bsr b51b,122,225,21,9.212,16300.0,1F288D9C805E51799B723BE65694F3AC763C2CED
ClariS - Hitorigoto by Rigid,Rigid,Expert+,Ranked,"5,324","5,324",6.13,"1,237",165,282.94,!bsr c340,0,6,18,5.436,4190.0,99AF58B669D084C2D6639E1E86D51E208D7A4D04
Yunomi - Game Over by Joshabi,Joshabi,Expert+,Ranked,"4,055","4,055",7.07,"1,505",130,320.90,!bsr c5a7,13,101,20,6.005,2310.0,C3D47DB730E907124B7A7926390E80CFFC8EE918
MATT DOE - WAKE UP by Khenab,Khenab,Expert+,Ranked,"4,092","4,092",7.36,"1,122",150,334.98,!bsr cbcf,4,61,17,5.156,1360.0,8a1df046ce6737d7199676990fc19b78e067a3eb
Talitha Tan - Okay by ItsVasili,ItsVasili,Expert+,Ranked,"4,725","4,725",7.08,"1,054",152,322.53,,,,,,,67DD0FA1244645D3BD69BFE67AA7A25EDCF15692
Adust Rain - psychology by muffn,muffn,Expert+,Ranked,"1,151","1,151",10.49,"2,002",306,472.28,!bsr 7829,0,2,25,9.559,2270.0,07d36c6fed15feeb5a85aaa8d8e1fafb7283947c
Kobaryo - Particle Shooter by Soba`s,Soba`s,Expert,Ranked,"5,095","6,798",6.7,"1,145",267,308.02,!bsr add0,0,69,21,5.253,2140.0,E7F3AB4CEA241D3762BA28713B7F6CA5F4E5A1B5
Kobaryo - Particle Shooter by Soba`s,Soba`s,Expert+,Ranked,"1,703","6,798",9.11,"1,928",267,411.49,!bsr add0,3,15,24,8.827,2140.0,E7F3AB4CEA241D3762BA28713B7F6CA5F4E5A1B5
Kotori - Daijoubu by Skeelie,Skeelie,Normal,Ranked,499,"5,658",1.71,498,128,79.15,,,,,,,82A5317A5C193F491272CC1B530CEF985D766A65
Kotori - Daijoubu by Skeelie,Skeelie,Hard,Ranked,982,"5,658",2.29,776,128,105.45,,,,,,,82A5317A5C193F491272CC1B530CEF985D766A65
Kotori - Daijoubu by Skeelie,Skeelie,Expert,Ranked,"1,946","5,658",3.58,"1,078",128,164.52,,,,,,,82A5317A5C193F491272CC1B530CEF985D766A65
Kotori - Daijoubu by Skeelie,Skeelie,Expert+,Ranked,"2,231","5,658",7.49,"1,294",128,340.96,,,,,,,82A5317A5C193F491272CC1B530CEF985D766A65
Zomboy - The Beast by Ramen Noodle,Ramen Noodle,Easy,Ranked,721,"6,767",2,657,150,92.45,!bsr d615,0,18,14,3.042,4670.0,D44DE2EEBD64F3CFA70C024FABB042BF73A43F41
Zomboy - The Beast by Ramen Noodle,Ramen Noodle,Normal,Ranked,"1,441","6,767",3.3,895,150,151.91,!bsr d615,0,15,16,4.225,4670.0,D44DE2EEBD64F3CFA70C024FABB042BF73A43F41
Zomboy - The Beast by Ramen Noodle,Ramen Noodle,Hard,Ranked,884,"6,767",7.32,"1,111",150,331.25,!bsr d615,20,7,18,6.41,4670.0,D44DE2EEBD64F3CFA70C024FABB042BF73A43F41
Zomboy - The Beast by Ramen Noodle,Ramen Noodle,Expert,Ranked,"1,238","6,767",6.95,"1,190",150,313.97,!bsr d615,20,6,20,7.414,4670.0,D44DE2EEBD64F3CFA70C024FABB042BF73A43F41
Zomboy - The Beast by Ramen Noodle,Ramen Noodle,Expert+,Ranked,"2,483","6,767",7.44,"1,307",150,336.40,!bsr d615,20,6,22,8.813,4670.0,D44DE2EEBD64F3CFA70C024FABB042BF73A43F41
Team Grimoire vs Laur - Grievous Lady by ExUnReal,ExUnReal,Expert+,Ranked,"1,523","1,523",8.01,"2,673",210,363.41,,,,,,,9FDB9E136ECAFEEAEFFFB3966D46B094AED48DF6
Lord Of The Lost - Ruins by Rexxz,Rexxz,Expert+,Ranked,"2,227","2,331",7.66,"2,072",166,348.62,!bsr ad9b,0,55,23,5.934,24700.0,D65DA24FE4ADC033E4A5E43A83D2D7C6D388D3F4
Kobaryo - Cartoon Candy by Vilawes,Vilawes,Expert+,Ranked,"1,308","1,308",10.48,"2,678",270,470.37,!bsr ba24,0,0,24,12.572,9120.0,AB3A401124C720BF01F1F8470A798B7BCFAD3A93
COSIO(ZUNTATA) - FUJIN Rumble by EpicTroller,EpicTroller,Normal,Ranked,777,"5,775",1.95,361,192,90.09,!bsr ccab,62,23,13,3.169,1160.0,1D76CFE623E3D51D3A0FAA4F082D2B3414442E7A
COSIO(ZUNTATA) - FUJIN Rumble by EpicTroller,EpicTroller,Hard,Ranked,"1,391","5,775",3.14,635,192,144.19,!bsr ccab,82,31,14,5.575,3140.0,1D76CFE623E3D51D3A0FAA4F082D2B3414442E7A
COSIO(ZUNTATA) - FUJIN Rumble by EpicTroller,EpicTroller,Expert,Ranked,"2,588","5,775",5.35,945,192,244.02,!bsr ccab,77,23,20,8.274,3980.0,1D76CFE623E3D51D3A0FAA4F082D2B3414442E7A
COSIO(ZUNTATA) - FUJIN Rumble by EpicTroller,EpicTroller,Expert+,Ranked,"1,019","5,775",9.02,"1,101",192,406.76,!bsr ccab,62,7,21,9.639,3600.0,1D76CFE623E3D51D3A0FAA4F082D2B3414442E7A
Sweetune - Secret World by Mystikmol,Mystikmol,Easy,Ranked,397,"5,057",0.82,95,110,38.22,!bsr ccac,0,4,12,0.995,1500.0,DBEEDD0D29D5D8576ACE4CDAEE2557D7964AE73B
Sweetune - Secret World by Mystikmol,Mystikmol,Normal,Ranked,401,"5,057",1.13,195,110,52.55,!bsr ccac,0,4,13,2.043,1500.0,DBEEDD0D29D5D8576ACE4CDAEE2557D7964AE73B
Sweetune - Secret World by Mystikmol,Mystikmol,Hard,Ranked,809,"5,057",1.72,314,110,80.40,!bsr ccac,0,0,15,3.271,1500.0,DBEEDD0D29D5D8576ACE4CDAEE2557D7964AE73B
Sweetune - Secret World by Mystikmol,Mystikmol,Expert,Ranked,"3,450","5,057",3.46,381,110,160.13,!bsr ccac,0,0,17,3.969,1500.0,DBEEDD0D29D5D8576ACE4CDAEE2557D7964AE73B
Tsukasa - In My Heart by Mystikmol,Mystikmol,Easy,Ranked,431,"6,906",0.89,106,123,41.66,!bsr cca8,0,2,12,1.156,1290.0,5C8135879973BD8E27BA745497FA7D12C6A035E4
Tsukasa - In My Heart by Mystikmol,Mystikmol,Normal,Ranked,396,"6,906",1.18,197,123,54.99,!bsr cca8,0,0,13,2.103,1290.0,5C8135879973BD8E27BA745497FA7D12C6A035E4
Tsukasa - In My Heart by Mystikmol,Mystikmol,Hard,Ranked,663,"6,906",1.62,278,123,75.60,!bsr cca8,0,2,14,2.968,1290.0,5C8135879973BD8E27BA745497FA7D12C6A035E4
Tsukasa - In My Heart by Mystikmol,Mystikmol,Expert,Ranked,"1,350","6,906",2.05,368,123,95.36,!bsr cca8,0,0,15,3.847,1280.0,5C8135879973BD8E27BA745497FA7D12C6A035E4
Tsukasa - In My Heart by Mystikmol,Mystikmol,Expert+,Ranked,"4,066","6,906",4.54,442,123,209.45,!bsr cca8,0,0,17,4.621,1290.0,5C8135879973BD8E27BA745497FA7D12C6A035E4
Kobaryo - Glitched Character by Oddloop & fraies,Oddloop & fraies,Expert+,Ranked,"1,848","1,848",10.61,"2,803",230,477.86,!bsr b4f0,123,211,22,10.074,6680.0,93219A28885AFC6665B7289631420FDE9A2ECBFF
BTS - Spring Day by simplymarvellous,simplymarvellous,Hard,Ranked,"1,126","6,006",1.58,633,107,73.51,,,,,,,B407D16F439C4923370E669D0EF3D0F3D59B5035
BTS - Spring Day by simplymarvellous,simplymarvellous,Expert,Ranked,"1,192","6,006",2.11,808,107,97.73,,,,,,,B407D16F439C4923370E669D0EF3D0F3D59B5035
BTS - Spring Day by simplymarvellous,simplymarvellous,Expert+,Ranked,"3,688","6,006",4.99,"1,097",107,229.75,,,,,,,B407D16F439C4923370E669D0EF3D0F3D59B5035
"Camellia as ""fluX Xroise"" - Xronier by Soba`s",Soba`s,Expert+,Ranked,526,526,10.33,"3,285",234,463.28,!bsr 13051,409,190,21,10.543,12200.0,30AF0D575A468F26B5E61BA0F2B7B15ED9ECA48C
Kobaryo - Endless Adventure by Soba`s,Soba`s,Expert+,Ranked,"2,701","2,701",9.56,"2,012",232,432.82,!bsr 18218,16,372,21,9.226,8060.000000000001,FC5E6D1C214B4D7FEE2D5E6BCF72542DDEE1C073
"Kayzo & RIOT - Wake Up by SimplyMarvellous, Noxu & TheRealZeroz","SimplyMarvellous, Noxu & TheRealZeroz",Expert+,Ranked,"2,639","2,639",7.29,"2,135",160,330.79,!bsr ce40,40,39,20,6.847,50100.0,EC6F42E4576042ABD2E2B9D59667D83FEDB7F1E1
Lite Show Magic - TRICKL4SH 220 by That_Narwhal,That_Narwhal,Hard,Ranked,"1,533","5,960",2.64,825,220,122.13,,,,,,,6E3A349F55E861703C599065F4ECB9F4374057C7
Lite Show Magic - TRICKL4SH 220 by That_Narwhal,That_Narwhal,Expert,Ranked,"2,183","5,960",4.95,"1,391",220,227.11,,,,,,,6E3A349F55E861703C599065F4ECB9F4374057C7
Lite Show Magic - TRICKL4SH 220 by That_Narwhal,That_Narwhal,Expert+,Ranked,"2,244","5,960",8.12,"2,024",220,367.71,,,,,,,6E3A349F55E861703C599065F4ECB9F4374057C7
Ben Nicky & Callum Higby - The Donk by xScaramouche & Dat360NoScope,xScaramouche & Dat360NoScope,Easy,Ranked,356,"5,170",0.93,188,160,43.55,!bsr d0eb,0,169,12,1.362,271,17C3F99F711A5A408A02AB497D8BE962B3E7A228
Ben Nicky & Callum Higby - The Donk by xScaramouche & Dat360NoScope,xScaramouche & Dat360NoScope,Normal,Ranked,351,"5,170",1.23,306,160,57.48,!bsr d0eb,0,153,12,2.217,402,17C3F99F711A5A408A02AB497D8BE962B3E7A228
Ben Nicky & Callum Higby - The Donk by xScaramouche & Dat360NoScope,xScaramouche & Dat360NoScope,Hard,Ranked,727,"5,170",2.46,458,160,113.88,!bsr d0eb,0,151,14,3.319,555,17C3F99F711A5A408A02AB497D8BE962B3E7A228
Ben Nicky & Callum Higby - The Donk by xScaramouche & Dat360NoScope,xScaramouche & Dat360NoScope,Expert,Ranked,"1,616","5,170",3.44,597,160,159.24,!bsr d0eb,0,92,17,4.326,2690.0,17C3F99F711A5A408A02AB497D8BE962B3E7A228
Ben Nicky & Callum Higby - The Donk by xScaramouche & Dat360NoScope,xScaramouche & Dat360NoScope,Expert+,Ranked,"2,120","5,170",6.98,789,160,314.55,!bsr d0eb,0,92,19,5.717,2690.0,17C3F99F711A5A408A02AB497D8BE962B3E7A228
Camellia - Bassline Yatteru? w by Uninstaller,Uninstaller,Easy,Ranked,904,"10,232",1.33,204,155,61.99,!bsr d0f6,18,41,12,2.169,3140.0,75CCD1DEF27021C38B58246F650802D9702BC70E
Camellia - Bassline Yatteru? w by Uninstaller,Uninstaller,Normal,Ranked,"1,186","10,232",1.82,330,155,84.90,!bsr d0f6,0,36,14,3.494,3140.0,75CCD1DEF27021C38B58246F650802D9702BC70E
Camellia - Bassline Yatteru? w by Uninstaller,Uninstaller,Hard,Ranked,"2,347","10,232",2.83,453,155,131.24,!bsr d0f6,0,36,16,4.796,3140.0,75CCD1DEF27021C38B58246F650802D9702BC70E
Camellia - Bassline Yatteru? w by Uninstaller,Uninstaller,Expert,Ranked,"4,478","10,232",4.78,570,155,219.47,!bsr d0f6,36,12,18,6.022,3140.0,75CCD1DEF27021C38B58246F650802D9702BC70E
Camellia - Bassline Yatteru? w by Uninstaller,Uninstaller,Expert+,Ranked,"1,317","10,232",8.93,801,155,397.49,!bsr d0f6,59,0,20,8.463,3140.0,75CCD1DEF27021C38B58246F650802D9702BC70E
cosMo@BousouP - Usagi no Honki by abcbadq,abcbadq,Expert+,Ranked,754,754,10.47,"2,702",264,471.58,,,,,,,0EE512B17E6279FE28A06DED2791EA390F3D4710
"Ruka, Mona, Miki from AIKATSU*STARS! - Lovely Party Collection by Loshirai14",Loshirai14,Easy,Ranked,351,"3,317",0.73,187,110,34.16,!bsr d28d,0,0,12,0.74,4910.0,717B240951C9DEE50323858794E96D536D004F16
"Ruka, Mona, Miki from AIKATSU*STARS! - Lovely Party Collection by Loshirai14",Loshirai14,Normal,Ranked,322,"3,317",0.97,415,110,45.53,!bsr d28d,0,0,13,1.643,4910.0,717B240951C9DEE50323858794E96D536D004F16
"Ruka, Mona, Miki from AIKATSU*STARS! - Lovely Party Collection by Loshirai14",Loshirai14,Hard,Ranked,455,"3,317",1.89,805,110,87.70,!bsr d28d,0,0,14,3.188,4910.0,717B240951C9DEE50323858794E96D536D004F16
"Ruka, Mona, Miki from AIKATSU*STARS! - Lovely Party Collection by Loshirai14",Loshirai14,Expert,Ranked,"2,189","3,317",2.59,"1,064",110,119.94,!bsr d28d,0,0,16,4.213,4910.0,717B240951C9DEE50323858794E96D536D004F16
BlackY - Beta by Kuurama,Kuurama,Expert+,Ranked,"1,856","1,856",10.19,"2,072",280,460.95,,,,,,,9AEA56CDD3E22BA10EF18A6CBB8FB9DBFE1DB66E
uma - Keep It Up by EpicTroller & EpicRoller,EpicTroller & EpicRoller,Easy,Ranked,"1,234","6,630",2.68,474,280,124.29,,,,,,,2FBB44547EA6F334C82F29DD2E2FFDD787BE83EE
uma - Keep It Up by EpicTroller & EpicRoller,EpicTroller & EpicRoller,Normal,Ranked,"2,023","6,630",4.29,714,280,197.59,,,,,,,2FBB44547EA6F334C82F29DD2E2FFDD787BE83EE
uma - Keep It Up by EpicTroller & EpicRoller,EpicTroller & EpicRoller,Hard,Ranked,"2,432","6,630",6.3,892,280,286.71,,,,,,,2FBB44547EA6F334C82F29DD2E2FFDD787BE83EE
uma - Keep It Up by EpicTroller & EpicRoller,EpicTroller & EpicRoller,Expert,Ranked,470,"6,630",9.93,"1,400",280,443.21,,,,,,,2FBB44547EA6F334C82F29DD2E2FFDD787BE83EE
uma - Keep It Up by EpicTroller & EpicRoller,EpicTroller & EpicRoller,Expert+,Ranked,471,"6,630",10.34,"1,582",280,461.77,,,,,,,2FBB44547EA6F334C82F29DD2E2FFDD787BE83EE
t+pazolite - Garakuta Doll Play by Scrappy,Scrappy,Expert,Ranked,931,"1,550",8.83,"2,374",256,400.01,!bsr 9924,,,,,,4000546C46A9E28036E788704D235E7CFF56225C
t+pazolite - Garakuta Doll Play by Scrappy,Scrappy,Expert+,Ranked,619,"1,550",11.35,"3,023",256,511.23,!bsr 9924,63,61,23,9.689,3230.0,4000546C46A9E28036E788704D235E7CFF56225C
Srav3R - Red Dress by xScaramouche,xScaramouche,Expert+,Ranked,"3,291","3,291",8.02,"1,548",160,363.03,,,,,,,37AA9A561BBF58651503B3C8A59DE294EA2F380E
"Kobaryo - Vicious Heroism by ComplexFrequency, muffn & shadowlord723","ComplexFrequency, muffn & shadowlord723",Easy,Ranked,"1,039","4,772",2.86,455,256,131.78,,,,,,,5A8377CEC04DAAC76A525CF810156AC6456D1F1F
