Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
INTERSECTION - Falling by nolan121405,nolan121405,Expert+,Ranked,"2,581","3,813",8.35,937,140,383.83,,,,,,,19AF73336A1C2FE788FF3DF0D93DB6E0BEAA0640
P*Light - ADAM by Shan_Man,Shan_Man,Normal,Ranked,681,"5,023",2.58,388,200,120.02,,,,,,,28ABB0BB8BDB7C7AF3E18D11DBDAA40E56F779C1
P*Light - ADAM by Shan_Man,Shan_Man,Hard,Ranked,"1,094","5,023",4.11,622,200,190.02,,,,,,,28ABB0BB8BDB7C7AF3E18D11DBDAA40E56F779C1
P*Light - ADAM by Shan_Man,Shan_Man,Expert,Ranked,"1,158","5,023",5.76,897,200,263.97,,,,,,,28ABB0BB8BDB7C7AF3E18D11DBDAA40E56F779C1
P*Light - ADAM by Shan_Man,Shan_Man,Expert+,Ranked,"2,090","5,023",8.32,"1,148",200,380.23,,,,,,,28ABB0BB8BDB7C7AF3E18D11DBDAA40E56F779C1
Joe Hisaishi - Merry-Go-Round by Zelazowa,Zelazowa,Easy,Ranked,255,"4,700",0.91,441,160,42.38,!bsr 16894,0,94,10,1.459,1830.0,D30DB93F2C3C5A152B84CA364A691EF10C4EFDB9
Joe Hisaishi - Merry-Go-Round by Zelazowa,Zelazowa,Normal,Ranked,321,"4,700",1.22,594,160,56.66,!bsr 16894,0,83,12,1.964,1830.0,D30DB93F2C3C5A152B84CA364A691EF10C4EFDB9
Joe Hisaishi - Merry-Go-Round by Zelazowa,Zelazowa,Hard,Ranked,495,"4,700",1.71,847,160,79.58,!bsr 16894,0,34,14,2.801,1830.0,D30DB93F2C3C5A152B84CA364A691EF10C4EFDB9
Joe Hisaishi - Merry-Go-Round by Zelazowa,Zelazowa,Expert,Ranked,901,"4,700",2.47,"1,075",160,114.75,!bsr 16894,0,30,16,3.555,1830.0,D30DB93F2C3C5A152B84CA364A691EF10C4EFDB9
Joe Hisaishi - Merry-Go-Round by Zelazowa,Zelazowa,Expert+,Ranked,"2,728","4,700",5,"1,236",160,231.37,!bsr 16894,0,18,18,4.088,1830.0,D30DB93F2C3C5A152B84CA364A691EF10C4EFDB9
"Sandesh Manuel - Der Herrgott hot glocht by MonsterWook, FatBeanzoop & Fnyt","MonsterWook, FatBeanzoop & Fnyt",Hard,Ranked,907,"4,594",2.7,694,200,125.17,,,,,,,7C0DDC059DC720D7AD1EFA93C0E448BCCAA5B877
"Sandesh Manuel - Der Herrgott hot glocht by MonsterWook, FatBeanzoop & Fnyt","MonsterWook, FatBeanzoop & Fnyt",Expert,Ranked,"1,586","4,594",6.91,"1,055",200,317.64,,,,,,,7C0DDC059DC720D7AD1EFA93C0E448BCCAA5B877
"Sandesh Manuel - Der Herrgott hot glocht by MonsterWook, FatBeanzoop & Fnyt","MonsterWook, FatBeanzoop & Fnyt",Expert+,Ranked,"2,101","4,594",8.42,"1,346",200,385.23,,,,,,,7C0DDC059DC720D7AD1EFA93C0E448BCCAA5B877
Beatcore - Light Behind The Shadow by TranquillizeMe,TranquillizeMe,Hard,Ranked,372,"2,579",2.37,581,150,110.30,!bsr 168d0,11,69,15,3.242,19600.0,52862E833FFF427A1F7192CF38952E9F30717CE0
Beatcore - Light Behind The Shadow by TranquillizeMe,TranquillizeMe,Expert,Ranked,711,"2,579",3.66,910,150,168.15,!bsr 168d0,23,31,17,5.078,19600.0,52862E833FFF427A1F7192CF38952E9F30717CE0
Beatcore - Light Behind The Shadow by TranquillizeMe,TranquillizeMe,Expert+,Ranked,"1,496","2,579",6.46,"1,196",150,294.08,!bsr 168d0,32,30,19,6.674,19600.0,52862E833FFF427A1F7192CF38952E9F30717CE0
NIGHTkilla - Nine Circles by Jabob & lobster,Jabob & lobster,Hard,Ranked,280,"2,762",1.71,565,174,79.49,!bsr 15ac0,176,297,15,2.881,4390.0,D74580054A2CC8215947567C0B3721BB3663079E
NIGHTkilla - Nine Circles by Jabob & lobster,Jabob & lobster,Expert,Ranked,751,"2,762",4.28,791,174,197.21,!bsr 15ac0,190,265,16.5,4.034,4390.0,D74580054A2CC8215947567C0B3721BB3663079E
NIGHTkilla - Nine Circles by Jabob & lobster,Jabob & lobster,Expert+,Ranked,"1,731","2,762",7.92,"1,221",174,359.13,!bsr 15ac0,268,465,19,6.227,4380.0,D74580054A2CC8215947567C0B3721BB3663079E
Leonz - Among Us by xScaramouche & nolan121405,xScaramouche & nolan121405,Easy,Ranked,571,"5,900",1,194,188,46.80,,,,,,,982D3905470C6755B49F72238603A5B33DE56B38
Leonz - Among Us by xScaramouche & nolan121405,xScaramouche & nolan121405,Normal,Ranked,488,"5,900",1.68,335,188,77.27,,,,,,,982D3905470C6755B49F72238603A5B33DE56B38
Leonz - Among Us by xScaramouche & nolan121405,xScaramouche & nolan121405,Hard,Ranked,790,"5,900",3.16,371,188,145.50,,,,,,,982D3905470C6755B49F72238603A5B33DE56B38
Leonz - Among Us by xScaramouche & nolan121405,xScaramouche & nolan121405,Expert,Ranked,939,"5,900",8.54,387,188,384.94,,,,,,,982D3905470C6755B49F72238603A5B33DE56B38
Leonz - Among Us by xScaramouche & nolan121405,xScaramouche & nolan121405,Expert+,Ranked,"3,112","5,900",8.02,503,188,364.43,,,,,,,982D3905470C6755B49F72238603A5B33DE56B38
Chroma - I by Mystikmol & Moriik,Mystikmol & Moriik,Easy,Ranked,301,"3,361",1.61,311,225,74.58,,,,,,,0B71BA47DEEF78A55C5709058ABDB9B0849486F7
Chroma - I by Mystikmol & Moriik,Mystikmol & Moriik,Normal,Ranked,567,"3,361",2.29,434,225,106.39,,,,,,,0B71BA47DEEF78A55C5709058ABDB9B0849486F7
Chroma - I by Mystikmol & Moriik,Mystikmol & Moriik,Hard,Ranked,"1,158","3,361",4.16,655,225,191.88,,,,,,,0B71BA47DEEF78A55C5709058ABDB9B0849486F7
Chroma - I by Mystikmol & Moriik,Mystikmol & Moriik,Expert,Ranked,533,"3,361",6.61,"1,000",225,300.04,,,,,,,0B71BA47DEEF78A55C5709058ABDB9B0849486F7
Chroma - I by Mystikmol & Moriik,Mystikmol & Moriik,Expert+,Ranked,802,"3,361",9.27,"1,370",225,420.66,,,,,,,0B71BA47DEEF78A55C5709058ABDB9B0849486F7
Dustvoxx - Trigger by Edmard,Edmard,Expert+,Ranked,"1,026","1,026",8.89,"2,544",200,402.69,,,,,,,DDF44D06CBA13C87FBF87F95B46E82C97E000BF1
Penoreri - Oniyuri by Mystikmol & Pug,Mystikmol & Pug,Easy,Ranked,300,"3,874",1.15,249,153,53.83,!bsr 15421,7,2,11,2.111,4059.9999999999995,56617C820776AE2DED07909464CBF1FEFA00375E
Penoreri - Oniyuri by Mystikmol & Pug,Mystikmol & Pug,Normal,Ranked,391,"3,874",1.73,376,153,80.60,!bsr 15421,7,23,13,3.167,4059.9999999999995,56617C820776AE2DED07909464CBF1FEFA00375E
Penoreri - Oniyuri by Mystikmol & Pug,Mystikmol & Pug,Hard,Ranked,912,"3,874",2.8,573,153,130.30,!bsr 15421,0,3,15,4.826,4059.9999999999995,56617C820776AE2DED07909464CBF1FEFA00375E
Penoreri - Oniyuri by Mystikmol & Pug,Mystikmol & Pug,Expert,Ranked,"1,049","3,874",6.23,816,153,286.83,!bsr 15421,0,2,17,6.873,4059.9999999999995,56617C820776AE2DED07909464CBF1FEFA00375E
Penoreri - Oniyuri by Mystikmol & Pug,Mystikmol & Pug,Expert+,Ranked,"1,222","3,874",8.28,"1,001",153,377.75,!bsr 15421,0,0,20,8.431,4150.0,56617C820776AE2DED07909464CBF1FEFA00375E
Tristam & Braken - Flight by Mike,Mike,Easy,Ranked,261,"3,576",1.14,317,175,52.92,!bsr 153a4,0,261,15,1.706,5020.0,0BB0D5B03D0FDBA8B7CF881694EF701D38B875FA
Tristam & Braken - Flight by Mike,Mike,Normal,Ranked,282,"3,576",1.67,524,175,77.37,!bsr 153a4,11,232,16,2.663,5030.0,0BB0D5B03D0FDBA8B7CF881694EF701D38B875FA
Tristam & Braken - Flight by Mike,Mike,Hard,Ranked,480,"3,576",2.49,710,175,115.38,!bsr 153a4,11,225,17,3.608,5030.0,0BB0D5B03D0FDBA8B7CF881694EF701D38B875FA
Tristam & Braken - Flight by Mike,Mike,Expert,Ranked,693,"3,576",3.2,958,175,146.98,!bsr 153a4,4,224,18,4.868,5030.0,0BB0D5B03D0FDBA8B7CF881694EF701D38B875FA
Tristam & Braken - Flight by Mike,Mike,Expert+,Ranked,"1,860","3,576",6.66,"1,377",175,302.14,!bsr 153a4,20,171,18.5,6.997,5450.0,0BB0D5B03D0FDBA8B7CF881694EF701D38B875FA
Erehamonika - Der Wald by miitchel,miitchel,Normal,Ranked,280,"1,974",1.75,300,160,81.41,!bsr 1696d,0,2,15,2.64,544,D0236D2C8D43BDE7AF15060A7EB052494FECAFC4
Erehamonika - Der Wald by miitchel,miitchel,Hard,Ranked,342,"1,974",2.56,441,160,118.77,!bsr 1696d,0,2,17,3.881,544,D0236D2C8D43BDE7AF15060A7EB052494FECAFC4
Erehamonika - Der Wald by miitchel,miitchel,Expert,Ranked,"1,352","1,974",4.38,480,160,202.00,!bsr 1696d,0,10,18,4.224,561,D0236D2C8D43BDE7AF15060A7EB052494FECAFC4
Kabocha - EgO by Soba`s,Soba`s,Normal,Ranked,438,"2,630",2.35,466,236,109.63,,,,,,,1C93C87B8FF700AE69D2DD9A742F5C13BD35CC47
Kabocha - EgO by Soba`s,Soba`s,Hard,Ranked,808,"2,630",4.25,763,236,195.46,,,,,,,1C93C87B8FF700AE69D2DD9A742F5C13BD35CC47
Kabocha - EgO by Soba`s,Soba`s,Expert,Ranked,"1,086","2,630",6.63,913,236,303.74,,,,,,,1C93C87B8FF700AE69D2DD9A742F5C13BD35CC47
Kabocha - EgO by Soba`s,Soba`s,Expert+,Ranked,298,"2,630",9.49,"1,483",236,426.18,,,,,,,1C93C87B8FF700AE69D2DD9A742F5C13BD35CC47
Beethoven - Moonlight Sonata 3rd Movement by J1K,J1K,Expert,Ranked,807,"1,453",3.82,"1,429",155,175.76,!bsr 16960,35,229,19,5.944,7080.0,3C425C93A76FEE7D9EDCFD0AB7B6EE6FB241A48D
Beethoven - Moonlight Sonata 3rd Movement by J1K,J1K,Expert+,Ranked,646,"1,453",6.71,"1,898",155,305.68,!bsr 16960,10,204,22,7.895,8050.000000000001,3C425C93A76FEE7D9EDCFD0AB7B6EE6FB241A48D
Schwank - Fresh! by Oddloop,Oddloop,Hard,Ranked,670,"2,713",3.14,669,235,145.63,,,,,,,6A2FF77680750D8A119DB1E75E75DD777C40249E
Schwank - Fresh! by Oddloop,Oddloop,Expert,Ranked,"1,051","2,713",7.71,"1,041",235,352.42,,,,,,,6A2FF77680750D8A119DB1E75E75DD777C40249E
Schwank - Fresh! by Oddloop,Oddloop,Expert+,Ranked,992,"2,713",8.99,"1,248",235,406.13,,,,,,,6A2FF77680750D8A119DB1E75E75DD777C40249E
Lite Show Magic - We Are LSM by hwatwhy & meldi,hwatwhy & meldi,Easy,Ranked,234,"3,613",1.28,279,128,59.26,!bsr 1694e,0,2,10,2.053,3790.0,ED430D72B59591377C10AF1D354F802F103FB432
Lite Show Magic - We Are LSM by hwatwhy & meldi,hwatwhy & meldi,Normal,Ranked,288,"3,613",2.19,456,128,101.94,!bsr 1694e,0,2,12,3.349,3790.0,ED430D72B59591377C10AF1D354F802F103FB432
Lite Show Magic - We Are LSM by hwatwhy & meldi,hwatwhy & meldi,Hard,Ranked,477,"3,613",3.23,711,128,149.53,!bsr 1694e,0,2,16,5.222,3790.0,ED430D72B59591377C10AF1D354F802F103FB432
Lite Show Magic - We Are LSM by hwatwhy & meldi,hwatwhy & meldi,Expert,Ranked,987,"3,613",5.65,793,128,258.47,!bsr 1694e,0,2,18,5.824,3790.0,ED430D72B59591377C10AF1D354F802F103FB432
Lite Show Magic - We Are LSM by hwatwhy & meldi,hwatwhy & meldi,Expert+,Ranked,"1,627","3,613",8.2,"1,210",128,370.38,!bsr 1694e,0,14,20,8.886,3790.0,ED430D72B59591377C10AF1D354F802F103FB432
USAO - Knight Rider by Fvrwvrd,Fvrwvrd,Expert,Ranked,"1,810","2,708",8.21,"2,499",350,375.33,,,,,,,E1E026D655747FC75D29BF46CD91EFD109C8ECCA
USAO - Knight Rider by Fvrwvrd,Fvrwvrd,Expert+,Ranked,898,"2,708",11.44,"2,973",350,518.42,,,,,,,E1E026D655747FC75D29BF46CD91EFD109C8ECCA
Toromaru - Enigma by miitchel & Alice,miitchel & Alice,Easy,Ranked,357,"6,536",0.94,219,198,43.82,,,,,,,BDE6A1F8FC7008247443CF3F810BBD8E910DD839
Toromaru - Enigma by miitchel & Alice,miitchel & Alice,Normal,Ranked,504,"6,536",1.65,362,198,76.94,,,,,,,BDE6A1F8FC7008247443CF3F810BBD8E910DD839
Toromaru - Enigma by miitchel & Alice,miitchel & Alice,Hard,Ranked,"1,361","6,536",2.81,557,198,130.09,,,,,,,BDE6A1F8FC7008247443CF3F810BBD8E910DD839
Toromaru - Enigma by miitchel & Alice,miitchel & Alice,Expert,Ranked,"2,647","6,536",7.5,904,198,343.41,,,,,,,BDE6A1F8FC7008247443CF3F810BBD8E910DD839
Toromaru - Enigma by miitchel & Alice,miitchel & Alice,Expert+,Ranked,"1,667","6,536",9.45,"1,137",198,429.07,,,,,,,BDE6A1F8FC7008247443CF3F810BBD8E910DD839
Tech N9ne - Worldwide Choppers by Hexagonial & Oddloop & miitchel,Hexagonial & Oddloop & miitchel,Expert+,Ranked,732,732,10.17,"2,515",260,460.67,!bsr 1699e,140,150,21,7.91,13800.0,EFC25C649BD771FDDB1868545FA47803716E7E49
t+pazolite - Saw-Saw. by SlimyBlob & Smile,SlimyBlob & Smile,Expert+,Ranked,382,400,8.44,"1,621",220,376.69,,,,,,,9C979ACB7109617FD3DBFEDC7F637252EBE30E19
DJ Myosuke - Succession by Helloiamdaan & FatBeanzoop,Helloiamdaan & FatBeanzoop,Normal,Ranked,922,"3,698",3.08,710,340,142.66,,,,,,,CAAD877634E4F483CAAF701D1D103BA8D692BD74
DJ Myosuke - Succession by Helloiamdaan & FatBeanzoop,Helloiamdaan & FatBeanzoop,Hard,Ranked,"1,711","3,698",7.42,"1,331",340,337.97,,,,,,,CAAD877634E4F483CAAF701D1D103BA8D692BD74
DJ Myosuke - Succession by Helloiamdaan & FatBeanzoop,Helloiamdaan & FatBeanzoop,Expert,Ranked,397,"3,698",10.88,"1,677",340,491.84,,,,,,,CAAD877634E4F483CAAF701D1D103BA8D692BD74
DJ Myosuke - Succession by Helloiamdaan & FatBeanzoop,Helloiamdaan & FatBeanzoop,Expert+,Ranked,668,"3,698",11.09,"1,724",340,499.67,,,,,,,CAAD877634E4F483CAAF701D1D103BA8D692BD74
Lena Raine - Pigstep by Jaack & Olaf,Jaack & Olaf,Expert,Ranked,699,"2,472",7.38,"2,197",220,334.74,,,,,,,F51C6F95749DFB718A21128A4DD918AA65A38E57
Lena Raine - Pigstep by Jaack & Olaf,Jaack & Olaf,Expert+,Ranked,"1,773","2,472",9.53,"2,347",220,433.75,,,,,,,F51C6F95749DFB718A21128A4DD918AA65A38E57
DJ Myosuke - Collapse Of Ego by Helloiamdaan,Helloiamdaan,Hard,Ranked,"1,181","4,844",3.43,625,350,158.80,!bsr 16a2f,28,69,19,4.58,5670.0,28547D0245F0FEF153A5F4C96BB3B4F91A9D0AB8
DJ Myosuke - Collapse Of Ego by Helloiamdaan,Helloiamdaan,Expert,Ranked,"2,955","4,844",7.64,"1,303",350,348.59,!bsr 16a2f,94,70,21,9.549,5650.0,28547D0245F0FEF153A5F4C96BB3B4F91A9D0AB8
DJ Myosuke - Collapse Of Ego by Helloiamdaan,Helloiamdaan,Expert+,Ranked,708,"4,844",12.13,"1,735",350,544.95,!bsr 16a2f,29,50,23,12.715,5650.0,28547D0245F0FEF153A5F4C96BB3B4F91A9D0AB8
USAO - USAO ULTIMATE HYPER MEGA MIX by Edmard,Edmard,Expert+,Ranked,"1,220","1,220",8.7,"2,665",200,395.79,!bsr 16a35,27,23,20,8.812,10400.0,5BF9F2E7EF07841763BE90CBF3331E1AE4753697
ESAI - Caffeine Kitty by abcbadq,abcbadq,Expert+,Ranked,967,967,9.62,"2,169",230,434.37,!bsr 16a01,0,470,21,8.661,7830.0,547C91EEC37C6FB000F9A037EE10AFC6F4712D6C
fallen shepherd - ENDYMION by Soba`s & Artjoms,Soba`s & Artjoms,Expert,Ranked,"1,234","1,991",5.36,"1,615",220,246.67,,,,,,,3ADB7906D8C63B89A62D279FB02FE0AF5E8FB9A2
fallen shepherd - ENDYMION by Soba`s & Artjoms,Soba`s & Artjoms,Expert+,Ranked,757,"1,991",9.85,"2,643",220,444.94,,,,,,,3ADB7906D8C63B89A62D279FB02FE0AF5E8FB9A2
Warak - REANIMATE by cerret & Nolanimations,cerret & Nolanimations,Hard,Ranked,"1,250","6,666",2.54,611,174,118.04,!bsr 16a5e,0,12,16,4.121,4050.0,20003569447E4024720FD3FBB32CE5183EC06D31
Warak - REANIMATE by cerret & Nolanimations,cerret & Nolanimations,Expert,Ranked,"2,220","6,666",6.33,844,174,291.82,!bsr 16a5e,0,14,19,5.692,4050.0,20003569447E4024720FD3FBB32CE5183EC06D31
Warak - REANIMATE by cerret & Nolanimations,cerret & Nolanimations,Expert+,Ranked,"3,196","6,666",7.46,"1,111",174,341.58,!bsr 16a5e,0,11,21,7.493,4050.0,20003569447E4024720FD3FBB32CE5183EC06D31
Kanaria - Envy Baby by CoolingCloset & Nolanimations,CoolingCloset & Nolanimations,Hard,Ranked,991,"5,946",2.7,559,171,125.17,,,,,,,4529498DAB9D920C1E7A3BA46507B677655B3AD7
Kanaria - Envy Baby by CoolingCloset & Nolanimations,CoolingCloset & Nolanimations,Expert,Ranked,"1,519","5,946",3.45,629,171,159.39,,,,,,,4529498DAB9D920C1E7A3BA46507B677655B3AD7
Kanaria - Envy Baby by CoolingCloset & Nolanimations,CoolingCloset & Nolanimations,Expert+,Ranked,"3,436","5,946",7.3,767,171,334.78,,,,,,,4529498DAB9D920C1E7A3BA46507B677655B3AD7
P*Light - Nirvana by abcbadq,abcbadq,Expert+,Ranked,470,470,9.77,"2,777",300,439.87,,,,,,,47BCC7380AF03BFBEA6A3A46C71F8317CC332EE5
USAO - Last Kingdom by Uninstaller,Uninstaller,Normal,Ranked,350,"3,356",1.43,315,150,66.15,,,,,,,4BA8B460A7F5A1C32CFB2EE728B8FA0773E40559
USAO - Last Kingdom by Uninstaller,Uninstaller,Hard,Ranked,773,"3,356",4.48,532,150,204.94,,,,,,,4BA8B460A7F5A1C32CFB2EE728B8FA0773E40559
USAO - Last Kingdom by Uninstaller,Uninstaller,Expert,Ranked,"1,553","3,356",7.03,756,150,321.03,,,,,,,4BA8B460A7F5A1C32CFB2EE728B8FA0773E40559
USAO - Last Kingdom by Uninstaller,Uninstaller,Expert+,Ranked,680,"3,356",9.29,910,150,416.47,,,,,,,4BA8B460A7F5A1C32CFB2EE728B8FA0773E40559
Camellia - Light It Up by cat_using_a_toaster,cat_using_a_toaster,Expert+,Ranked,"1,521","1,521",7.34,"2,793",175,334.56,,,,,,,9055198167622A1BAE4F58C5E2F3F093F98A264C
Camellia - GHOST by Foxy vs. Narwhal,Foxy vs. Narwhal,Expert,Ranked,828,"1,344",8.81,"2,552",230,400.73,,,,,,,0115B6CFD65270EB2A3A2C1909FCD0FE311D7A07
Camellia - GHOST by Foxy vs. Narwhal,Foxy vs. Narwhal,Expert+,Ranked,516,"1,344",11.2,"3,629",230,502.53,,,,,,,0115B6CFD65270EB2A3A2C1909FCD0FE311D7A07
AJR - Bang! by BrightKnight,BrightKnight,Easy,Ranked,460,"5,587",0.94,275,140,44.02,,,,,,,8D0EDFBE3A32BABADF699BDB1937A1C0CAE1DBDC
AJR - Bang! by BrightKnight,BrightKnight,Normal,Ranked,454,"5,587",1.36,406,140,63.27,,,,,,,8D0EDFBE3A32BABADF699BDB1937A1C0CAE1DBDC
AJR - Bang! by BrightKnight,BrightKnight,Hard,Ranked,738,"5,588",1.62,485,140,75.73,,,,,,,8D0EDFBE3A32BABADF699BDB1937A1C0CAE1DBDC
AJR - Bang! by BrightKnight,BrightKnight,Expert,Ranked,"1,118","5,588",3.46,552,140,160.85,,,,,,,8D0EDFBE3A32BABADF699BDB1937A1C0CAE1DBDC
AJR - Bang! by BrightKnight,BrightKnight,Expert+,Ranked,"2,818","5,588",5.59,735,140,258.46,,,,,,,8D0EDFBE3A32BABADF699BDB1937A1C0CAE1DBDC
Schwank and Tanger - Emanation by Jaack,Jaack,Expert+,Ranked,"1,051","1,051",9.28,"3,150",240,421.89,,,,,,,071893022FBB7FF14814263FF59E3D545B903BCB
Lektrique x Sam Lamar - Black Magic by A Jhintleman,A Jhintleman,Expert+,Ranked,"1,390","1,390",9.09,"1,267",112,408.86,,,,,,,D04138A245357F230A3BFC568DE9AF89D4FAC687
DJ Genki - Toymatic Parade by cerret,cerret,Hard,Ranked,"1,254","4,456",3.44,897,280,158.54,!bsr 16bb1,0,93,17,4.825,3260.0,1AB633C075210C9AEABDBECA34843D88AE4714E0
DJ Genki - Toymatic Parade by cerret,cerret,Expert,Ranked,"2,147","4,456",7.18,"1,492",280,328.64,!bsr 16bb1,0,75,20,8.026,5880.0,1AB633C075210C9AEABDBECA34843D88AE4714E0
DJ Genki - Toymatic Parade by cerret,cerret,Expert+,Ranked,"1,055","4,456",11.08,"2,182",280,502.36,!bsr 16bb1,0,17,23,11.738,9590.0,1AB633C075210C9AEABDBECA34843D88AE4714E0
Lapix - Labyrinth by Shappy & Checkthepan,Shappy & Checkthepan,Hard,Ranked,920,"1,658",5.7,"1,320",175,262.25,,,,,,,B14314329BE9676417448404A59619E3CE9EBE48
Lapix - Labyrinth by Shappy & Checkthepan,Shappy & Checkthepan,Expert,Ranked,229,"1,658",9.07,"1,849",175,409.06,,,,,,,B14314329BE9676417448404A59619E3CE9EBE48
Lapix - Labyrinth by Shappy & Checkthepan,Shappy & Checkthepan,Expert+,Ranked,509,"1,658",8.72,"1,976",175,392.61,,,,,,,B14314329BE9676417448404A59619E3CE9EBE48
Camellia - Dyscontrolled Galaxy by That_Narwhal,That_Narwhal,Easy,Ranked,422,"6,034",1.3,288,161,60.43,!bsr 14513,,,,,,A3E5691076181E88776A41E9FF112D3C33576782
Camellia - Dyscontrolled Galaxy by That_Narwhal,That_Narwhal,Normal,Ranked,748,"6,034",2.64,535,161,122.63,!bsr 14513,,,,,,A3E5691076181E88776A41E9FF112D3C33576782
Camellia - Dyscontrolled Galaxy by That_Narwhal,That_Narwhal,Hard,Ranked,"1,487","6,034",4.43,730,161,204.35,!bsr 14513,,,,,,A3E5691076181E88776A41E9FF112D3C33576782
Camellia - Dyscontrolled Galaxy by That_Narwhal,That_Narwhal,Expert,Ranked,"2,819","6,034",7.34,"1,032",161,335.13,!bsr 14513,,,,,,A3E5691076181E88776A41E9FF112D3C33576782
Camellia - Dyscontrolled Galaxy by That_Narwhal,That_Narwhal,Expert+,Ranked,558,"6,034",10.45,"1,289",161,471.20,!bsr 14513,0,57,22,9.675,9520.0,A3E5691076181E88776A41E9FF112D3C33576782
ikaruga_nex - HellFire by abcbadq & Timbo,abcbadq & Timbo,Easy,Ranked,570,"4,268",2.6,994,185,120.76,,,,,,,A2CF988E3BD236A76ACED9034085910D87A5A24B
ikaruga_nex - HellFire by abcbadq & Timbo,abcbadq & Timbo,Normal,Ranked,798,"4,268",3.97,"1,199",185,183.74,,,,,,,A2CF988E3BD236A76ACED9034085910D87A5A24B
ikaruga_nex - HellFire by abcbadq & Timbo,abcbadq & Timbo,Hard,Ranked,"1,391","4,268",7.34,"1,551",185,335.98,,,,,,,A2CF988E3BD236A76ACED9034085910D87A5A24B
ikaruga_nex - HellFire by abcbadq & Timbo,abcbadq & Timbo,Expert,Ranked,643,"4,268",8.74,"1,697",185,394.48,,,,,,,A2CF988E3BD236A76ACED9034085910D87A5A24B
ikaruga_nex - HellFire by abcbadq & Timbo,abcbadq & Timbo,Expert+,Ranked,866,"4,268",8.6,"1,931",185,388.39,,,,,,,A2CF988E3BD236A76ACED9034085910D87A5A24B
BlackY - ULT!MATE END by Helloiamdaan & RocKz,Helloiamdaan & RocKz,Expert+,Ranked,759,759,10.98,"3,167",300,496.35,!bsr 16dbc,12,68,22,12.769,11400.0,65412724A62400BA9D97EE50AA306C7A9C04446E
Igorrr - Absolute Psalm by FatBeanzoop,FatBeanzoop,Normal,Ranked,803,"2,258",4.41,888,320,204.19,,,,,,,144663E058ABAD780CBAF38F49CBD03C1EA47454
Igorrr - Absolute Psalm by FatBeanzoop,FatBeanzoop,Hard,Ranked,676,"2,258",7.64,"1,330",320,349.20,,,,,,,144663E058ABAD780CBAF38F49CBD03C1EA47454
Igorrr - Absolute Psalm by FatBeanzoop,FatBeanzoop,Expert,Ranked,728,"2,258",10.61,"1,745",320,481.73,,,,,,,144663E058ABAD780CBAF38F49CBD03C1EA47454
ReeK - Weeaboo Spookfest by Schwank,Schwank,Expert+,Ranked,959,959,11.78,"2,352",220,531.30,!bsr 16d22,285,280,21.1,8.694,4110.0,71561EFCC445EE7B40C5FB6A6B50C52ACC873565
DJ Genki - LOVE SPICE LIKE U!!! by altrewin,altrewin,Easy,Ranked,863,"6,837",2.75,915,200,127.81,,,,,,,25F76A04677F383F2C5753FCDF6BB8581572311E
DJ Genki - LOVE SPICE LIKE U!!! by altrewin,altrewin,Normal,Ranked,"1,036","6,837",3.57,"1,162",200,165.20,,,,,,,25F76A04677F383F2C5753FCDF6BB8581572311E
DJ Genki - LOVE SPICE LIKE U!!! by altrewin,altrewin,Hard,Ranked,"1,484","6,837",5.97,"1,465",200,273.38,,,,,,,25F76A04677F383F2C5753FCDF6BB8581572311E
DJ Genki - LOVE SPICE LIKE U!!! by altrewin,altrewin,Expert,Ranked,"1,658","6,837",7.81,"1,769",200,356.02,,,,,,,25F76A04677F383F2C5753FCDF6BB8581572311E
DJ Genki - LOVE SPICE LIKE U!!! by altrewin,altrewin,Expert+,Ranked,"1,796","6,837",9.36,"2,108",200,424.59,,,,,,,25F76A04677F383F2C5753FCDF6BB8581572311E
Laur - Party People by Helloiamdaan & Nolanimations,Helloiamdaan & Nolanimations,Hard,Ranked,"1,227","3,706",3.72,807,350,172.54,,,,,,,4BBDAA1004A00EEB9C8D9432640E1C7D490B46D9
Laur - Party People by Helloiamdaan & Nolanimations,Helloiamdaan & Nolanimations,Expert,Ranked,"1,696","3,706",7.57,"1,552",350,344.19,,,,,,,4BBDAA1004A00EEB9C8D9432640E1C7D490B46D9
Laur - Party People by Helloiamdaan & Nolanimations,Helloiamdaan & Nolanimations,Expert+,Ranked,783,"3,706",11.66,"2,182",350,526.66,,,,,,,4BBDAA1004A00EEB9C8D9432640E1C7D490B46D9
t+pazolite - !!!Chaos Time!!! by Vilawes & Jabob,Vilawes & Jabob,Expert+,Ranked,"1,094","1,094",9.95,"2,359",270,449.98,!bsr 16f24,175,242,22,9.779,6240.0,FA6576F2CD906BA1A38C3AE887428C549299CDD6
uma vs. Morimori Atsushi - Re: End of a Dream by dibl & TJ,dibl & TJ,Hard,Ranked,"1,283","4,660",2.97,669,212,137.79,!bsr 16e0a,4,36,17,4.8,5810.0,770F96C0D16CA15FA7ABF3852FE9633A6F300991
uma vs. Morimori Atsushi - Re: End of a Dream by dibl & TJ,dibl & TJ,Expert,Ranked,"2,496","4,660",7.03,"1,035",212,322.85,!bsr 16e0a,5,62,20,7.425,5810.0,770F96C0D16CA15FA7ABF3852FE9633A6F300991
